movieId,movieId,rating,title,user_count,liked,popularity,us_gross,international_gross,imdb
103,113,3.2,['Before and After (1996)'],5,4,80.0,0.0,0.0,
104,114,3.0,"[""Margaret's Museum (1995)""]",1,1,100.0,48869.0,48869.0,tt0466893
105,116,4.75,['Anne Frank Remembered (1995)'],6,6,100.0,0.0,0.0,
106,117,3.0,"[""Young Poisoner's Handbook, The (1995)""]",6,4,66.66666666666666,0.0,0.0,
107,118,2.8,['If Lucy Fell (1996)'],5,4,80.0,0.0,0.0,
108,119,3.0,"['Steal Big, Steal Little (1995)']",1,1,100.0,0.0,0.0,
109,121,3.8,"['Boys of St. Vincent, The (1992)']",5,5,100.0,0.0,0.0,
110,122,3.0526315789473686,['Boomerang (1992)'],19,17,89.47368421052632,0.0,0.0,
111,123,4.0,['Chungking Express (Chung Hing sam lam) (1994)'],7,7,100.0,0.0,0.0,
112,124,3.0,"[""Star Maker, The (Uomo delle stelle, L') (1995)""]",1,1,100.0,0.0,0.0,
113,125,3.7142857142857144,['Flirting With Disaster (1996)'],21,19,90.47619047619048,0.0,0.0,
114,126,2.7,"['NeverEnding Story III, The (1994)']",10,7,70.0,0.0,0.0,
115,129,3.0,['Pie in the Sky (1996)'],1,1,100.0,0.0,0.0,
116,130,4.5,['Angela (1995)'],1,1,100.0,0.0,0.0,
117,131,2.0,['Frankie Starlight (1995)'],1,0,0.0,0.0,0.0,
118,132,2.875,['Jade (1995)'],8,6,75.0,0.0,0.0,
119,135,3.0,['Down Periscope (1996)'],27,19,70.37037037037037,0.0,0.0,
120,137,1.0,['Man of the Year (1995)'],1,0,0.0,43275535.0,47783141.0,tt0483726
121,140,3.4782608695652173,['Up Close and Personal (1996)'],23,21,91.30434782608695,0.0,0.0,
122,141,3.5806451612903225,"['Birdcage, The (1996)']",93,84,90.32258064516128,0.0,0.0,
123,144,3.326923076923077,"['Brothers McMullen, The (1995)']",26,22,84.61538461538461,30991293.0,48905553.0,tt0765010
124,145,3.2790697674418605,['Bad Boys (1995)'],43,37,86.04651162790698,0.0,0.0,
125,146,4.333333333333333,"['Amazing Panda Adventure, The (1995)']",3,3,100.0,0.0,0.0,
126,147,3.642857142857143,"['Basketball Diaries, The (1995)']",21,18,85.71428571428571,0.0,0.0,
127,148,4.0,"['Awfully Big Adventure, An (1995)']",1,1,100.0,0.0,0.0,
128,149,4.333333333333333,['Amateur (1994)'],6,6,100.0,0.0,0.0,
129,150,3.9025,['Apollo 13 (1995)'],200,194,97.0,263057839.0,510765217.0,tt0112384
130,151,3.5625,['Rob Roy (1995)'],48,44,91.66666666666666,0.0,0.0,
131,152,3.8333333333333335,"['Addiction, The (1995)']",3,3,100.0,0.0,0.0,
132,153,2.7829457364341086,['Batman Forever (1995)'],129,87,67.44186046511628,281342983.0,514478842.0,tt0112462
133,154,3.8125,['Beauty of the Day (Belle de jour) (1967)'],16,14,87.5,0.0,0.0,
134,155,3.0555555555555554,['Beyond Rangoon (1995)'],9,7,77.77777777777779,127656741.0,254266825.0,tt1192628
135,156,3.9545454545454546,['Blue in the Face (1995)'],11,10,90.9090909090909,0.0,0.0,
136,157,2.375,['Canadian Bacon (1995)'],8,3,37.5,0.0,0.0,
137,158,2.8706896551724137,['Casper (1995)'],58,40,68.96551724137932,153379682.0,431574441.0,tt0112642
138,159,3.9375,['Clockers (1995)'],8,8,100.0,0.0,0.0,
139,160,2.3412698412698414,['Congo (1995)'],63,32,50.79365079365079,123865278.0,232408620.0,tt0112715
140,161,3.83125,['Crimson Tide (1995)'],80,77,96.25,0.0,0.0,
141,162,4.136363636363637,['Crumb (1994)'],33,32,96.96969696969697,0.0,0.0,
142,163,3.515873015873016,['Desperado (1995)'],63,59,93.65079365079364,0.0,0.0,
143,164,3.5576923076923075,['Devil in a Blue Dress (1995)'],26,25,96.15384615384616,35977680.0,67676882.0,tt1314655
144,165,3.443661971830986,['Die Hard: With a Vengeance (1995)'],142,131,92.25352112676056,152897054.0,557210677.0,tt0112864
145,166,3.0,"['Doom Generation, The (1995)']",4,2,50.0,33658253.0,65154327.0,tt0419706
146,167,4.0,['Feast of July (1995)'],1,1,100.0,0.0,0.0,
147,168,3.116279069767442,['First Knight (1995)'],43,35,81.3953488372093,0.0,0.0,
148,169,2.5625,['Free Willy 2: The Adventure Home (1995)'],8,5,62.5,0.0,0.0,
149,170,3.2884615384615383,['Hackers (1995)'],26,23,88.46153846153845,0.0,0.0,
150,171,4.333333333333333,['Jeffrey (1995)'],6,6,100.0,0.0,0.0,
151,172,2.5729166666666665,['Johnny Mnemonic (1995)'],48,27,56.25,0.0,0.0,
152,173,2.5642857142857145,['Judge Dredd (1995)'],70,42,60.0,96546967.0,209843135.0,tt1245526
153,174,2.25,['Jury Duty (1995)'],4,2,50.0,0.0,0.0,
154,175,3.9565217391304346,['Kids (1995)'],23,22,95.65217391304348,0.0,0.0,
155,176,3.7777777777777777,['Living in Oblivion (1995)'],18,17,94.44444444444444,89107235.0,287537983.0,tt1483013
156,177,2.8846153846153846,['Lord of Illusions (1995)'],13,8,61.53846153846154,0.0,0.0,
157,178,4.7,['Love & Human Remains (1993)'],5,5,100.0,0.0,0.0,
158,179,3.5,['Mad Love (1995)'],6,5,83.33333333333334,0.0,0.0,
159,180,3.3068181818181817,['Mallrats (1995)'],44,39,88.63636363636364,3223228.0,3223228.0,tt0113749
160,181,1.8,['Mighty Morphin Power Rangers: The Movie (1995)'],15,4,26.666666666666668,0.0,0.0,
161,183,5.0,['Mute Witness (1994)'],1,1,100.0,0.0,0.0,
162,184,4.5,['Nadja (1994)'],2,2,100.0,0.0,0.0,
163,185,3.1029411764705883,"['Net, The (1995)']",102,85,83.33333333333334,0.0,0.0,
164,186,2.875,['Nine Months (1995)'],48,39,81.25,21363903.0,58096258.0,tt0875034
165,187,2.8333333333333335,['Party Girl (1995)'],3,2,66.66666666666666,0.0,0.0,
166,188,3.125,"['Prophecy, The (1995)']",16,11,68.75,0.0,0.0,
167,189,4.0,['Reckless (1995)'],1,1,100.0,,30468201.0,tt1038988
168,190,3.8333333333333335,['Safe (1995)'],6,5,83.33333333333334,17393015.0,42102643.0,tt1656190
169,191,3.0,"['Scarlet Letter, The (1995)']",5,4,80.0,0.0,0.0,
170,193,2.3142857142857145,['Showgirls (1995)'],35,16,45.714285714285715,31111815.0,57712577.0,tt0114436
171,194,4.291666666666667,['Smoke (1995)'],24,24,100.0,0.0,0.0,
172,195,3.2142857142857144,['Something to Talk About (1995)'],14,11,78.57142857142857,0.0,0.0,
173,196,2.809090909090909,['Species (1995)'],55,39,70.9090909090909,91810008.0,173293953.0,tt0114508
174,198,3.441860465116279,['Strange Days (1995)'],43,35,81.3953488372093,0.0,0.0,
175,199,3.3333333333333335,"['Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)']",3,3,100.0,0.0,0.0,
176,200,4.0,"['Tie That Binds, The (1995)']",1,1,100.0,0.0,0.0,
177,201,4.0,['Three Wishes (1995)'],1,1,100.0,0.0,0.0,
178,202,3.0,['Total Eclipse (1995)'],4,3,75.0,0.0,0.0,
179,203,3.3043478260869565,"['To Wong Foo, Thanks for Everything! Julie Newmar (1995)']",23,19,82.6086956521739,0.0,0.0,
180,204,3.0,['Under Siege 2: Dark Territory (1995)'],31,24,77.41935483870968,0.0,0.0,
181,205,4.0,['Unstrung Heroes (1995)'],4,4,100.0,32355474.0,110889898.0,tt0104412
182,206,3.6,['Unzipped (1995)'],10,8,80.0,0.0,0.0,
183,207,3.375,"['Walk in the Clouds, A (1995)']",28,27,96.42857142857143,0.0,0.0,
184,208,2.752212389380531,['Waterworld (1995)'],113,77,68.14159292035397,134909008.0,403974193.0,tt0114898
185,209,2.6,"[""White Man's Burden (1995)""]",5,3,60.0,0.0,0.0,
186,211,3.3333333333333335,"['Browning Version, The (1994)']",3,3,100.0,0.0,0.0,
187,213,4.222222222222222,['Burnt by the Sun (Utomlyonnye solntsem) (1994)'],9,8,88.88888888888889,0.0,0.0,
188,214,3.0,['Before the Rain (Pred dozhdot) (1994)'],2,1,50.0,0.0,0.0,
189,215,3.7222222222222223,['Before Sunrise (1995)'],18,16,88.88888888888889,8062791.0,8062791.0,tt0112471
190,216,3.0238095238095237,['Billy Madison (1995)'],42,31,73.80952380952381,0.0,0.0,
191,217,2.7142857142857144,"['Babysitter, The (1995)']",7,4,57.14285714285714,0.0,0.0,
192,218,3.3333333333333335,['Boys on the Side (1995)'],15,13,86.66666666666667,0.0,0.0,
193,219,4.25,"['Cure, The (1995)']",4,4,100.0,0.0,0.0,
194,220,3.0,['Castle Freak (1995)'],2,1,50.0,0.0,0.0,
195,222,3.9318181818181817,['Circle of Friends (1995)'],22,22,100.0,0.0,0.0,
196,223,3.963302752293578,['Clerks (1994)'],109,103,94.4954128440367,4830398.0,6120440.0,tt0109445
197,224,3.6,['Don Juan DeMarco (1995)'],35,33,94.28571428571428,0.0,0.0,
198,225,3.173076923076923,['Disclosure (1994)'],52,43,82.6923076923077,0.0,0.0,
199,227,3.15625,['Drop Zone (1994)'],16,12,75.0,0.0,0.0,
200,228,2.0,['Destiny Turns on the Radio (1995)'],1,0,0.0,0.0,0.0,
201,229,4.083333333333333,['Death and the Maiden (1994)'],12,12,100.0,0.0,0.0,
202,230,3.7,['Dolores Claiborne (1995)'],25,22,88.0,0.0,0.0,
203,231,3.1107594936708862,['Dumb & Dumber (Dumb and Dumber) (1994)'],158,125,79.11392405063292,199877046.0,387258182.0,tt0109686
204,232,4.208333333333333,['Eat Drink Man Woman (Yin shi nan nu) (1994)'],24,24,100.0,0.0,0.0,
205,233,4.269230769230769,['Exotica (1994)'],13,13,100.0,0.0,0.0,
206,234,2.75,['Exit to Eden (1994)'],12,9,75.0,0.0,0.0,
207,235,3.9038461538461537,['Ed Wood (1994)'],78,72,92.3076923076923,9160394.0,9160394.0,tt0109707
208,236,3.3583333333333334,['French Kiss (1995)'],60,55,91.66666666666666,0.0,0.0,
209,237,3.1911764705882355,['Forget Paris (1995)'],34,27,79.41176470588235,0.0,0.0,
210,238,3.0,['Far From Home: The Adventures of Yellow Dog (1995)'],5,4,80.0,0.0,0.0,
211,239,2.933333333333333,"['Goofy Movie, A (1995)']",15,10,66.66666666666666,0.0,0.0,
212,240,3.4,['Hideaway (1995)'],5,4,80.0,0.0,0.0,
213,241,3.5,['Fluke (1995)'],4,3,75.0,0.0,0.0,
214,242,3.75,['Farinelli: il castrato (1994)'],4,4,100.0,0.0,0.0,
215,243,4.0,['Gordy (1995)'],1,1,100.0,23599429.0,39693164.0,tt0139239
216,244,3.0,['Gumby: The Movie (1995)'],1,1,100.0,0.0,0.0,
217,245,3.0,['The Glass Shield (1994)'],1,1,100.0,0.0,0.0,
218,246,4.040983606557377,['Hoop Dreams (1994)'],61,56,91.80327868852459,0.0,0.0,
219,247,3.6511627906976742,['Heavenly Creatures (1994)'],43,37,86.04651162790698,0.0,0.0,
220,248,3.1538461538461537,['Houseguest (1994)'],13,10,76.92307692307693,0.0,0.0,
221,249,3.375,['Immortal Beloved (1994)'],20,17,85.0,32659228.0,32659228.0,tt0120603
222,250,3.25,['Heavyweights (Heavy Weights) (1995)'],4,3,75.0,0.0,0.0,
223,251,3.0,"['Hunted, The (1995)']",1,1,100.0,221866693.0,557487654.0,tt1637725
224,252,3.0609756097560976,['I.Q. (1994)'],41,32,78.04878048780488,0.0,0.0,
225,253,3.396,['Interview with the Vampire: The Vampire Chronicles (1994)'],125,109,87.2,65520463.0,128935373.0,tt1706593
226,254,3.0,['Jefferson in Paris (1995)'],4,3,75.0,0.0,0.0,
227,255,2.2,"['Jerky Boys, The (1995)']",5,1,20.0,0.0,0.0,
228,256,2.7023809523809526,['Junior (1994)'],42,29,69.04761904761905,0.0,0.0,
229,257,3.576923076923077,['Just Cause (1995)'],13,10,76.92307692307693,0.0,0.0,
230,258,2.5,"[""Kid in King Arthur's Court, A (1995)""]",11,4,36.36363636363637,0.0,0.0,
231,259,3.7,['Kiss of Death (1995)'],5,5,100.0,0.0,0.0,
232,260,4.221649484536083,['Star Wars: Episode IV - A New Hope (1977)'],291,275,94.50171821305841,1771682790.0,3066446442.0,tt0076759
233,261,3.715686274509804,['Little Women (1994)'],51,50,98.0392156862745,78588426.0,78588426.0,tt0110367
234,262,3.85,"['Little Princess, A (1995)']",20,18,90.0,0.0,0.0,
235,263,3.0,['Ladybird Ladybird (1994)'],1,1,100.0,0.0,0.0,
236,264,4.5,"[""Enfer, L' (1994)""]",2,2,100.0,0.0,0.0,
237,265,3.879032258064516,['Like Water for Chocolate (Como agua para chocolate) (1992)'],62,57,91.93548387096774,96475572.0,206318992.0,tt0241303
238,266,3.4863013698630136,['Legends of the Fall (1994)'],73,64,87.67123287671232,104519746.0,252256228.0,tt0110322
239,267,2.730769230769231,['Major Payne (1995)'],13,8,61.53846153846154,0.0,0.0,
240,268,4.25,['Little Odessa (1994)'],4,4,100.0,0.0,0.0,
241,269,3.6666666666666665,['My Crazy Life (Mi vida loca) (1993)'],3,3,100.0,0.0,0.0,
242,270,3.2222222222222223,['Love Affair (1994)'],9,6,66.66666666666666,0.0,0.0,
243,271,3.5,['Losing Isaiah (1995)'],4,3,75.0,0.0,0.0,
244,272,4.0,"['Madness of King George, The (1994)']",39,38,97.43589743589743,0.0,0.0,
245,273,3.1296296296296298,"[""Mary Shelley's Frankenstein (Frankenstein) (1994)""]",27,24,88.88888888888889,0.0,0.0,
246,274,2.6666666666666665,['Man of the House (1995)'],3,2,66.66666666666666,23502402.0,26365681.0,tt0331933
247,275,2.8,['Mixed Nuts (1994)'],5,4,80.0,0.0,0.0,
248,276,2.8636363636363638,['Milk Money (1994)'],22,15,68.18181818181817,34460447.0,62006112.0,tt1013753
249,277,3.357142857142857,['Miracle on 34th Street (1994)'],35,30,85.71428571428571,79390606.0,79509747.0,tt0349825
250,278,3.0,['Miami Rhapsody (1995)'],5,3,60.0,0.0,0.0,
251,279,2.875,['My Family (1995)'],4,2,50.0,0.0,0.0,
252,280,4.113636363636363,['Murder in the First (1995)'],22,22,100.0,0.0,0.0,
253,281,3.861111111111111,"[""Nobody's Fool (1994)""]",18,17,94.44444444444444,0.0,0.0,
254,282,3.284090909090909,['Nell (1994)'],44,38,86.36363636363636,0.0,0.0,
255,283,3.0,['New Jersey Drive (1995)'],1,1,100.0,36312033.0,80840663.0,tt0780504
256,285,4.0,['Beyond Bedlam (1993)'],1,1,100.0,0.0,0.0,
257,287,3.2,['Nina Takes a Lover (1994)'],5,4,80.0,0.0,0.0,
258,288,3.336448598130841,['Natural Born Killers (1994)'],107,92,85.98130841121495,0.0,0.0,
259,289,3.4642857142857144,['Only You (1994)'],14,12,85.71428571428571,0.0,0.0,
260,290,3.9375,['Once Were Warriors (1994)'],16,16,100.0,10917487.0,21956864.0,tt0907657
261,291,2.0,['Poison Ivy II (1996)'],6,2,33.33333333333333,0.0,0.0,
262,292,3.309090909090909,['Outbreak (1995)'],110,96,87.27272727272727,103687285.0,103687285.0,tt0114069
263,293,4.071969696969697,['L\x82on: The Professional (a.k.a. The Professional) (L\x82on) (1994)'],132,126,95.45454545454545,0.0,0.0,
264,294,3.3333333333333335,"['Perez Family, The (1995)']",3,3,100.0,0.0,0.0,
265,295,3.0,"[""Pyromaniac's Love Story, A (1995)""]",4,3,75.0,0.0,0.0,
266,296,4.256172839506172,['Pulp Fiction (1994)'],324,315,97.22222222222221,169627825.0,334652619.0,tt0110912
267,299,3.75,['Priest (1994)'],16,14,87.5,30176535.0,87157549.0,tt0822847
268,300,3.75,['Quiz Show (1994)'],90,87,96.66666666666667,0.0,0.0,
269,301,5.0,['Picture Bride (Bijo photo) (1994)'],1,1,100.0,0.0,0.0,
270,302,3.7142857142857144,"['Queen Margot (Reine Margot, La) (1994)']",7,7,100.0,0.0,0.0,
271,303,3.1875,"['Quick and the Dead, The (1995)']",24,22,91.66666666666666,28362620.0,28362620.0,tt0114214
272,304,3.3333333333333335,['Roommates (1995)'],3,2,66.66666666666666,0.0,0.0,
273,305,2.75,['Ready to Wear (Pret-A-Porter) (1994)'],12,8,66.66666666666666,0.0,0.0,
274,306,4.171875,['Three Colors: Red (Trois couleurs: Rouge) (1994)'],32,31,96.875,0.0,0.0,
275,307,4.145161290322581,['Three Colors: Blue (Trois couleurs: Bleu) (1993)'],31,31,100.0,0.0,0.0,
276,308,4.159090909090909,['Three Colors: White (Trzy kolory: Bialy) (1994)'],22,22,100.0,0.0,0.0,
277,309,5.0,"['Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)']",3,3,100.0,0.0,0.0,
278,312,3.6,['Stuart Saves His Family (1995)'],5,5,100.0,0.0,0.0,
279,313,2.7142857142857144,"['Swan Princess, The (1994)']",7,4,57.14285714285714,0.0,0.0,
280,314,3.9411764705882355,"['Secret of Roan Inish, The (1994)']",17,14,82.35294117647058,0.0,0.0,
281,315,2.909090909090909,"['Specialist, The (1994)']",44,31,70.45454545454545,0.0,0.0,
282,316,3.3689655172413793,['Stargate (1994)'],145,123,84.82758620689656,112477236.0,308935323.0,tt0111282
283,317,2.9642857142857144,"['Santa Clause, The (1994)']",70,53,75.71428571428571,227629474.0,298301960.0,tt0111070
284,318,4.487138263665595,"['Shawshank Redemption, The (1994)']",311,307,98.71382636655949,44386120.0,44386120.0,tt0111161
285,319,3.973684210526316,['Shallow Grave (1994)'],38,35,92.10526315789474,0.0,0.0,
286,320,2.75,['Suture (1993)'],4,3,75.0,0.0,0.0,
287,321,3.642857142857143,['Strawberry and Chocolate (Fresa y chocolate) (1993)'],7,6,85.71428571428571,96475572.0,206318992.0,tt0241303
